overview,genres
A CIA officer finds himself the target of a rendition operation after being scapegoated for the death of an interrogation subject.,['Action'|'Thriller']
"Have you ever met a throuple? We are opening our home's doors to show you how is our life, how we, as a women's throuple, live the absence of one of us. This real fiction show us how we deal with loneliness, jealousy and how we have to adapt ourselves when three become two.",['Drama']
"After escaping the clutches of a slave trader, a bold ten-year-old Sudanese boy befriends a young giraffe and a kind Bedouin, who takes them on a splendid journey via a hot-air balloon as far as the palace of King Charles X of France.",['Animation'|'Adventure'|'Family']
"Based on real events, a Young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",['Biography'|'Drama'|'Music']
A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,['Action'|'Crime'|'Drama']
"Right out of police academy, Jeff/Omar Epps starts as undercover cop in Cincinnati. First it's small time cases but he proves himself and moves up to a big case - befriending a brutal crime boss.",['Crime'|'Drama'|'Thriller']
"In the not-so-distant future, a massive plague kills almost everyone on Earth, except for about 20 young women from a small private school.",['Adventure'|'Sci-Fi'|'Action']
Two best friends and roommates are terrified by the vengeful spirits dwelling in their apartment. Based on the novel published by Kobunsha and written by Nanami Kamon.,['Horror']
"With its high murder rate, the town of Gastonia, N.C., has earned itself the nickname ""Little Chicago."" Cal returns home to Gastonia after college to find his childhood best friend Andre in deep with a local drug dealer.",['Action'|'Drama']
"The Biblical story of Salomé, a girl who agrees to perform the ""dance of the seven veils"" in return for John the Baptist's head on a silver platter.",['Drama']
"Beautiful women prisoners are abused in a Philippine prison, until five of them plot an escape by taking the evil female warden hostage with the reluctant help of two male fruit vendors.",['Action'|'Drama'|'Thriller']
"When a devastating illness threatens to end Evan Lake's career in the C.I.A., he goes rogue to hunt down a terrorist who tortured him during a mission gone awry years ago.",['Action'|'Drama'|'Thriller']
"""Popeye"" Doyle travels to Marseille to find Alain Charnier, the drug smuggler who eluded him in New York.",['Action'|'Crime'|'Drama']
"A desperate woman accidentally murders her unfaithful husband the morning of a big party honoring his recent Pritzker Prize, now she must survive the pain of heartbreak and a night of celebration, without being found out.",['Comedy'|'Crime'|'Romance']
"Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.",['Comedy'|'Drama'|'Romance']
Two potheads wake up after a night of partying and cannot remember where they parked their car.,['Comedy'|'Mystery'|'Sci-Fi']
"In this collection of animated shorts based on the stories and characters by A.A. Milne, Winnie the Pooh, a honey-loving teddy bear, embarks on some eccentric adventures.",['Animation'|'Adventure'|'Comedy']
A meek tailor thinks his wooing will be helped if he assumes the identity of the famous Casanova...who's deeply in debt.,['Adventure'|'Comedy']
A young woman learns her fiance has become possessed by an entity.,['Drama'|'Horror'|'Sci-Fi']
An anonymous letter is delivered to the Tokyo Metropolitan Police Department. The letter states that a criminal of a murder case will appear at the countdown party Masquerade Night that will be held at Hotel Cortesia Tokyo.,['Crime'|'Drama'|'Mystery']
An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,['Action'|'Crime'|'Drama']
"A story about the most popular racing event in the galaxy, the Redline, and the various racers who compete in it.",['Animation'|'Action'|'Sci-Fi']
"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",['Action'|'Adventure'|'Comedy']
Would you believe in a policewoman who suffers from such serious panic disorders that she is afraid to get close to any crime scene and has been on permanent office duty for more than a decade? Would you believe a lone mother who is unfit to pay her mortgage and also raise her re... Read all,['Crime'|'Thriller']
"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",['Action'|'Drama'|'Sport']
"A serial killer the media has dubbed ""The Covid Killer"" is terrorizing the citizens of New York during the coronavirus pandemic.",['Crime'|'Horror'|'Thriller']
"Lucy meets George in a Florence pensione and the two share a brief romance before Lucy returns home, where she becomes engaged to Cecil. However, it isn't long before George unexpectedly enters her life again.",['Drama'|'Romance']
"Set in college, Friendship is an emotional saga where two friends go out of their way to help a girl get justice, who is sexually abused and killed by goons. Will they succeed? After all, justice delayed is justice denied.",['Action'|'Crime'|'Drama']
"An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body.",['Comedy'|'Fantasy']
"After discovering the body of a murdered female agent in their trendy Soho, London nightclub, groovy owners Charles Salt and Christopher Pepper partake in a fumbling investigation and uncover an evil plot to overthrow the government. Can our cool, yet inept duo stop the bad guys ... Read all",['Comedy'|'Crime'|'Thriller']
"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",['Comedy']
Life for a pair of veteran actors gets turned upside down after they meet a brash teenager.,['Comedy'|'Drama'|'Romance']
"Watch the full movie, Khule-Aam, only on Eros Now. Khule-Aam is a 1992 Indian Hindi film, directed by Arun Dutt. The film stars Dharmenda, Shammi Kapoor, Neelam, Chunky Pandey, Moushumi Chatterjee, Sadashiv Amrapurkar, Danny Denzongpa, Iftekhar, Viju Khote in lead roles. The film... Read all",['Action']
American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,['Comedy'|'Drama']
Under Wraps.,['Drama'|'Thriller']
"After World War II, Harry Haft is a boxer who fought against his peers in concentration camps. Haunted by memories, he tries to use fighting legends as a way to find his love.",['Biography'|'Drama'|'Sport']
Terrorists take over a plutonium bomb and threaten to detonate it in a Saudi Arabian oil field. A special anti-terrorist unit is sent in to stop them.,['Action'|'Adventure'|'Thriller']
"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",['Comedy']
The story of the life and career of famed baseball player Lou Gehrig.,['Biography'|'Drama'|'Romance']
"After an injury puts SCARLETT HEALY (35) in a wheelchair, she moves in with her daughter, AUTUMN (19), who just moved into a creepy old house with her boyfriend, FRANK THRUSSEL (30). There's one condition to the arrangement. Scarlett cannot interfere with Autumn's relationship an... Read all",['Horror'|'Mystery'|'Thriller']
An ex-star pilot must stop a mad criminal and his gang from destroying what is left of civilization.,['Action'|'Drama'|'Sci-Fi']
"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.",['Drama'|'Romance'|'War']
"When a government official is killed, an American operative with experience in the Yakuza culture is brought in to investigate.",['Action'|'Thriller']
"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",['Comedy']
A carefree young man is forced to grow up fast after he incurs the wrath of a corrupt politician.,['Action'|'Comedy'|'Crime']
"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",['Action'|'Comedy'|'Crime']
"A bioweapon leaks in Eastern Europe and spreads west. It mutates in a quarantine area, creating a killer monster. Can a group of cops stop it and the new virus?",['Action'|'Sci-Fi'|'Thriller']
Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,['Comedy'|'Drama'|'Fantasy']
"Andre Laurent, the captain of a tugboat, married Yvonne ten years ago. She has a heart disease but does not want to tell him. She dreams he quits the job for they can live quietly.",['Action'|'Drama'|'Romance']
"THE GHASTLY LOVE OF JOHNNY X is a quirky adventure that defies categorization. It combines elements of science-fiction, film noir, teen angst and even musical comedy to create an entertainment unlike any other.",['Comedy'|'Fantasy'|'Musical']
"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.",['Horror'|'Mystery'|'Thriller']
A sequel to Gremlins (1984) about cute little creatures that transform into uncontrollable monsters.,['Comedy'|'Fantasy'|'Horror']
"Marc will die of cancer and chooses cryogenic freeze and hopes to be thawed, when there's a solution to his condition. He's the first human brought back 68 years later. Can he adapt mentally and physically?",['Drama'|'Sci-Fi']
"A psychotic big game hunter deliberately strands a luxury yacht on a remote island, where he begins to hunt its passengers for sport.",['Action'|'Adventure'|'Horror']
"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",['Comedy'|'Drama'|'Family']
"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",['Comedy'|'Drama'|'Musical']
Count Dracula terrorizes the crew of a spaceship.,['Horror'|'Sci-Fi']
The Seven Deadly Sins travel to the Sky Temple in search of an elusive ingredient.,['Animation'|'Action'|'Fantasy']
A chronicle of the rise and fall of Chicago crime boss Al Capone during the Prohibition era.,['Biography'|'Crime'|'Drama']
"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",['Animation'|'Action'|'Adventure']
Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,['Drama'|'Music'|'Romance']
Time is ticking for captain Jackson Elis as he interrogates a mysterious man with ties to a bio terrorist group holding a team of B.S.A.A. operatives hostage. Foxtrot team is sent in to rescue them through the zombie infested Red Falls.,['Action'|'Horror'|'Sci-Fi']
"After being told to leave their home by their mother, Hansel and Gretel wrongly walk into the 'North woods' were they discover a delicious gingerbread house. Unbeknown to them it's a witch that lives there.",['Family'|'Fantasy'|'Musical']
A young girl discovers surfing and love (in that order) during one transitive summer.,['Comedy'|'Drama'|'Romance']
"When the annual fair comes to town, murder, madness and mayhem creep in its shadows. Dr. Caligari, a mysterious hypnotist, appears to control every move of his bizarre, clairvoyant sleepwalker, but does he?",['Drama'|'Horror'|'Mystery']
"It is based on French journalist Florence Aubenas's bestselling non-fiction work Le Quai de Ouistreham, investigating rising precarity in French society through her experiences in the northern port city of Caen.",['Drama']
"A patriarchal family as they yearn for the birth of a baby boy to continue the family line, while their youngest son secretly joins an erotic dance theatre and falls for an ambitious trans starlet. Their impossible love story begins to illuminates the entire family's desire for a... Read all",['Drama']
"When his increasingly depraved behavior spirals out of control, Marcus retreats to his family home along the New England coast. But instead of finding solace, Marcus is haunted by his darkest fears and deepest desires.",['Horror'|'Thriller']
"Narrated by scenes of interrogation and investigation, 'Big Love' follows the fatal story of the naïve 16-year old Emilia and her poisonous addiction to Maciej, a biochemist seven years her senior. After a sensual first-time encounter, Emilia and Maciej are completely engrossed i... Read all",['Drama'|'Romance'|'Thriller']
"When a reconstructed family moves to a converted church in the country, 14-year-old Molly, must save her new troubled step-sister from a dangerous relationship with the desperate ghost of a young girl.",['Family'|'Fantasy'|'Horror']
"The road to achieving a happy ending is a little too rough for two guys Kartik and Aman. While Aman's family tries hard to battle his love for Kartik, Kartik isn't prepared to step back until he marries Aman.",['Comedy'|'Crime'|'Romance']
"A Berber chieftain triggers an international incident, drawing the involvement of Theodore Roosevelt, when he kidnaps an American widow and her children in 1900s Morocco.",['Action'|'Adventure'|'Drama']
A young woman begins having an affair with a mysterious man. He takes her to his cabin for a weekend and they fall in love. What she doesn't know is that this man is orchestrating a huge bank heist with a twist.,['Crime'|'Drama']
"Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light.",['Comedy'|'Crime'|'Drama']
A middle-aged man is having problems trying to regain his sexual drive. He leaves behind his old life and tries to discover a simpler happiness through painting and meeting new friends.,['Adventure'|'Drama']
"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",['Comedy'|'Horror'|'Sci-Fi']
A mad scientist fills his basement dungeon with victims in an insane attempt to restore his daughter's eyesight.,['Horror'|'Thriller']
"Deep in Malaya, as World War II is rapidly coming to an end, men, women and children, trapped by the Japanese invasion, are held captive in the Blood Island prison camp. Knowing that Yamamitsu, the sadistic commandant, will murder them all when he learns of his country's defeat, ... Read all",['Action'|'Drama'|'History']
"Dymez is a drama/comedy about three young women that plans foolish heists with their SMART phones. The three ladies will soon find out that L-O-V-E is not the only 4 letter word that will break their heart, F-A-T-E is the other. Dealing with men is not easy, and it's going to tak... Read all",['Action'|'Comedy'|'Drama']
"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",['Animation'|'Adventure'|'Comedy']
"Following the aftermath of a horrific accident, a woman is voluntarily subjected to artificial intelligence for rehabilitation.",['Horror'|'Sci-Fi'|'Thriller']
A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,['Crime'|'Drama'|'Mystery']
Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,['Drama'|'Romance']
"The Earth's moon is suddenly 70% smaller and permanently crescent shaped by a devastating and unknown force. For the students of E Class, Kunugigaoka Junior High School, the being responsible is known, as their teacher. The strange and very supportive entity has given the Japanes... Read all",['Action'|'Adventure'|'Comedy']
"A realtor is lured into buying a haunted house by a vengeful enemy. However, he is killed under strange circumstances. His brother, a tantric and a Sanskrit professor, comes to investigate the matter.",['Action'|'Drama'|'Horror']
"An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",['Adventure'|'Drama'|'Romance']
The Murder of a college girl morphed into a suicide takes Dr. Shiv on a journey to dig the truth out of his daughter's murder.,['Crime'|'Drama'|'Mystery']
"When two detectives are fed up with the system that's not working, they seek the help of a martial arts master to bring Justice to the Streets.",['Action']
"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",['Action'|'Crime'|'Thriller']
Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,['Comedy']
"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.",['Adventure'|'Comedy'|'Drama']
A woman finds romance when she takes a job at an aircraft plant to help make ends meet after her husband goes off to war.,['Drama'|'Romance'|'War']
An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.,['Action'|'Crime'|'Thriller']
"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",['Biography'|'Comedy'|'Drama']
"A Dutch teenager is unaware of who or where he is. Police chase him. He gets a notebook describing himself as a student who helped a cute girl hack, got caught, and was punished with special training camp. What happened to him then?",['Action'|'Sci-Fi'|'Thriller']
Christopher Columbus' discovery of the Americas and the effect this has on the indigenous people.,['Adventure'|'Biography'|'Drama']
"KAMLI - a tale of love, loss and cloaked secrets.",['Drama']
California State Police Captain Sam Surcher investigates a string of teenage girl murders at Oceanfront High School.,['Comedy'|'Crime'|'Mystery']
"Kaleb, a beloved German Shepherd, is separated from his Jewish family when the Nuremberg Laws are enacted in WWII Berlin. He is adopted by an SS Officer who trains him to attack and round up Jews at a work camp.",['Action'|'Family'|'Mystery']
"Balthazar Blake, an apprentice of the legendary magician Merlin, must train his old teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.",['Action'|'Adventure'|'Family']
"An archaeologist loses life to protect a map from a rival. In the journey to unlock the mysteries of the map, his two sons overcome death-defying obstacles.",['Action'|'Adventure'|'Fantasy']
"In 2024 a pandemic ravages the world and its cities. Centering on a handful of people as they navigate the obstacles currently hindering society: disease, martial law, quarantine, and vigilantes.",['Drama'|'Sci-Fi'|'Thriller']
An ailing movie star comes to terms with his past and mortality.,['Drama'|'Romance'|'Western']
"At the end of the Civil War, an embittered Southern belle joins forces with a Confederate guerrilla leader to raid Union towns.",['Western']
A young girl moves from New York to a mythical village in Ireland.,['Adventure'|'Drama'|'Family']
"Saravanan, a lackadaisical man, finds his life turned upside down when he is accidentally made the local head of a political party. Later, he shamelessly uses his status to woo the girl he loves.",['Action'|'Comedy']
A live-action spin on the character Tinker Bell.,['Adventure'|'Comedy'|'Family']
"Aranjali is all set to celebrate the annual temple festival. Some unforeseen chain of events involving an elephant, a few young men, a notorious criminal, a drama troop and some trouble-loving villagers brings complete mayhem to the place.",['Action'|'Comedy']
"A mom has one night to do some tasks in LA requiring a gun, if she wants to see her son alive. He's held by a mob boss.",['Action'|'Thriller']
A university professor's ignorance is exposed when he must prepare a student for a debate.,['Comedy']
"On a desert planet, warlord Jared-Syn is trying to convince a tribe of mutants that he's their messiah and gain unlimited power hidden in a crystal. Ranger Dogen and explorer Dhyana, who's father was murdered by Syn, must stop him.",['Action'|'Adventure'|'Romance']
A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,['Western']
"Ram Lakhan is the story of two brothers who part ways due to their ideological differences, but how they come to each other's rescue as the story unfolds.",['Action'|'Comedy'|'Drama']
"After years of tracking down international criminals, a trip to a remote jungle prison will force Chinese cop Xin to become human prey to fight for his freedom - and to save his own life.",['Action'|'Adventure']
"An amnesiac wakes up in a hotel room next to a dead FBI agent and $250,000. Is the sexy lady in the lobby his wife? Is he a spy or a cleaner?",['Action'|'Comedy'|'Crime']
A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,['Fantasy'|'Horror']
The lady of a top fashion magazine doubles as a jewel thief and becomes involved in Moroccan intrigue.,['Crime'|'Drama'|'Thriller']
A telekinetic novelist causes disasters simply by thinking about them.,['Horror'|'Sci-Fi']
"Elena Ramirez (Ana De Armas) is a disadvantaged prostitute who learns that she has a life threatening medical condition, and must make attempts to earn a visa in order to gain access to the necessary treatment.",['Biography'|'Drama']
"After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11.",['Horror'|'Mystery'|'Thriller']
"A terrorist hunter is hired by a scientist to deactivate her android double, a walking, talking, murderous nuclear bomb which has gone amok in the big city and is about to explode.",['Action'|'Fantasy'|'Sci-Fi']
Three sailors wreak havoc as they search for love during a whirlwind 24-hour leave in New York City.,['Comedy'|'Musical'|'Romance']
"A man wakes up inside a spacesuit tumbling helplessly through space, with a computer designed to keep him company until his air runs out, trying to solve the mystery of his death.",['Sci-Fi']
An ex-bounty hunter reluctantly helps a wealthy landowner and his henchmen track down a Mexican revolutionary leader.,['Western']
"Narco Soldiers is a timely, action-packed crime thriller that explores the resurgence of the Caribbean drug routes and one couple's violent, Bonnie and Clyde-style rise to power.",['Action'|'Crime']
The daughter of a Scottish farmer comes of age in the early 1900s.,['Drama']
Don Diego returns from Spain to challenge the cruel tyranny of Monastario.,['Adventure'|'Drama'|'Family']
A temperamental figure skater and a former hockey player try to win Olympic gold as a figure skating pairs team.,['Comedy'|'Drama'|'Romance']
"In the near future, law and order breaks down, diseases, violence and immorality are rampant. However, one Christian young man decides not to turn the other cheek anymore. He modifies his wheelchair to help him protect his home and family, and kill the thugs first.",['Action'|'Sci-Fi']
A jockey has been shot dead at the race track. Famous detective Nick Charles and his wife Nora happen to be on the scene and Lt. Abrahams asks for Nick's expert help.,['Comedy'|'Crime'|'Drama']
"The wealthy playboy son of an assassinated South American diplomat discovers that his father was really murdered on orders of the corrupt president of the country--a man who was his father's friend and who, in fact, his father had helped put into power. He returns from living a j... Read all",['Action'|'Adventure'|'Drama']
"At the behest of his father, young d'Artagnan travels from rural Gascony to Paris, where he becomes embroiled in a devious plot between the King's Musketeers and the Guardsmen of Cardinal Richelieu.",['Action'|'Adventure']
A female inmate is whisked out of prison and into a police-guarded hotel until the district attorney can convince her to testify against the mob.,['Crime'|'Drama'|'Film-Noir']
"In 1943, while stationed in Britain, arrogant Captain Buzz Rickson is in command of a Boeing B-17 Flying Fortress bomber, but his recklessness is endangering everyone around him.",['Adventure'|'Drama'|'War']
A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,['Drama'|'Thriller']
"Union Army deserter, Lt. Hewitt, trains a rag tag band of all-female homesteaders to defend themselves against a Comanche tribe on the warpath.",['Action'|'Romance'|'War']
"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",['Drama'|'Horror'|'Sci-Fi']
"Miles Keane pays the debts for his dancing bar by illegal fighting. When his debt is paid, he refuses further collaboration. But the fight mafia forces him to continue by threatening his mother, the murder of his former lover Joy and kidnapping his girlfriend Katherine Pierce. Af... Read all",['Action'|'Sport']
A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,['Crime'|'Drama'|'Thriller']
A sequel to The Passion of the Christ (2004) focuses on the events that occurred 3 days between the crucifixion and resurrection when Jesus Christ descended to Abraham's Bosom to preach and resurrect Old Testament saints.,['Drama']
David Sloan travels to Rio for a kick-box exhibition. There he saves two youngsters and stops a white slaver.,['Action'|'Sport'|'Thriller']
"A group of friends, just out of college, struggle with adulthood.",['Drama'|'Romance']
"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",['Adventure'|'Comedy'|'Family']
Plot under wraps.,['Action'|'Thriller']
"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",['Drama'|'Mystery'|'Thriller']
"It is the story of a hot-tempered and stubborn man Deva, who is feared because of his ruthless ways and severe punishment to the local hoodlums. Later, Deva avenges the death of his brother and sister.",['Action'|'Drama']
"A look at the scandalous love triangle between Victorian art critic John Ruskin (Greg Wise), his teenage bride Euphemia ""Effie"" Gray (Dakota Fanning), and Pre-Raphaelite painter John Everett Millais (Tom Sturridge).",['Biography'|'Drama'|'Romance']
A group of women in Morocco make a living as prostitutes in a culture that is very unforgiving toward women in that profession.,['Drama']
American private-eye Harry Kilmer returns to Japan to rescue a friend's kidnapped daughter from the clutches of the Yakuza.,['Action'|'Crime'|'Drama']
"Following the fall of the Roman Empire, a Roman woman plots to make her son the new Emperor and to fulfill the former glory of the city.",['Action'|'Adventure'|'History']
"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",['Action'|'Fantasy'|'Horror']
Biological war has decimated life on Earth. Los Angeles is a windswept ghost town where Robert Neville tools his convertible through sunlit streets foraging for supplies.,['Action'|'Drama'|'Sci-Fi']
A desperate young couple on the run seek refuge in Kansas City.,['Crime'|'Drama'|'Romance']
A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,['Crime'|'Drama'|'Mystery']
"Jonathan plays Gotcha with fellow college students, testing ability as assassin or mark, using paintball guns on campus. He flies to Paris on vacation and, with a woman taking his virginity, on to Berlin, where the game/ammo gets real.",['Action'|'Comedy'|'Mystery']
"A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",['Crime'|'Drama'|'Mystery']
"A young gang member turns his life around in prison, thanks to the friendship he forms with a convicted murderer who becomes his mentor.",['Biography'|'Crime'|'Drama']
A young woman fights the monster she's becoming to save the life of the man she loves.,['Fantasy'|'Romance'|'Thriller']
"Graves Police Officer, Mark Brody, embarks on a journey to bring criminals to justice while Michael Laforte is the hard-drinking, ruthless criminal mastermind who doesn't play by the rules. Clyde Baxter, Matt Goldberg, Pedro Dominguez and the rest of a gang of ex-military men use... Read all",['Action'|'Crime'|'Drama']
"In a highly secured prison, 10 prisoners are found dead mysteriously. Erol and Selin are tasked with investigating the murders. The cause of death is the same for all: heart attack. But the truth is utterly different from that.",['Action'|'Mystery'|'Thriller']
"A debt-ridden night club owner has to take on Italian and Asian mobsters, corrupt police, and an angry pimp that he threw out of the club to try to keep his club in business.",['Action']
"During a trip to the country, a young couple use 'Guidance', a device made to create enlightened people. But, as time passes, they subvert Guidance to manipulate and lie-- hoping to save what they are afraid of losing the most: each other.",['Drama'|'Romance'|'Sci-Fi']
"After inheriting the family mortuary, a pyrophobic mortician accidentally exposes hundreds of un-cremated bodies to toxic medical waste. As the corpses re-animate, the mortician's inheritance-seeking younger brother unexpectantly shows up, stumbling upon a full zombie outbreak!",['Action'|'Comedy'|'Horror']
"In this Southern Gothic coming-of-age tale, an isolated and troubled young man, Moss, meets a mysterious and beautiful hiker on the banks of the river near his home on his eighteenth birthday. She guides him on a journey of self-discovery and helps him overcome the tragic death o... Read all",['Adventure'|'Drama'|'Romance']
"After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri.",['Animation'|'Action'|'Fantasy']
"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",['Action'|'Adventure'|'Biography']
"A group of actors perform in the heart of the Warsaw Ghetto, in a life or death context on a run-down stage.",['Adventure'|'Drama'|'Musical']
"Tara Wadia (Farah Karimaee), a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being caught with drugs. Tara calls Raghua for help now Raghu must help her and find Anirudh Brahma... Read all",['Action'|'Drama'|'Romance']
A landscape architect's dealings with a young thief cause him to re-evaluate his life.,['Crime'|'Drama'|'Romance']
"In the not too distant future, a drifter (Zac Efron) travelling through the desert discovers the largest gold nugget ever found. He must guard it from thieves amid harsh conditions and wild dogs while waiting for his partner to return.",['Action'|'Thriller']
A team of UFO investigators find themselves fighting for survival as alien monsters hunt them on the slopes of Mount Adams.,['Action'|'Adventure'|'Sci-Fi']
"At the age of six years, Suzanne (Katee Sackhoff) saw her mother kill her father. Twenty-five years later, she is a professor of psychology and lives in fear of becoming a criminal like her mother. As she teaches a course at the university, gunfire broke out on campus, causing se... Read all",['Action']
"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",['Drama'|'Music'|'Romance']
"Adventure film involving two boys who wage a battle against diamond smugglers with radio controlled model Spitfire aeroplanes loaded with darts.

When their model plane crashes Mike and Harry are befriended by ex-pilot Charlie Bradford and his niece Maggie, who teach them how to ... Read all",['Adventure'|'Crime']
"The story of a couple: Anna, a cartoonist with an impulsive and nonconformist personality, and Marco, a physics teacher convinced that everything is ruled by a kind of formula. Linked by no reason, they are the real superheroes: you need superpowers to love each other for a lifet... Read all",['Comedy'|'Drama'|'Romance']
"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",['Action'|'Adventure'|'War']
"A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones.",['Mystery'|'Thriller']
"A disgruntled phone company employee develops a device whereby those answering a phone can be murdered, and it's up to Nat Bridger to stop the killer.",['Horror'|'Thriller'|'Mystery']
"Based on the novel ""One For Sorrow"" by Christopher Barzak, Jamie Marks is Dead is the story of a murdered high school boy who returns as a ghost looking for the love and friendship he never had when he was alive.",['Drama'|'Fantasy'|'Mystery']
"An extremely pampered African prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and strong will.",['Comedy'|'Romance']
A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.,['Action'|'Drama'|'History']
"Lauren and Ned are engaged, they are in love, and they have just ten days to find Lauren's mother who has gone AWOL somewhere in the remote far north of Australia, reunite her parents and pull off their dream wedding.",['Comedy'|'Romance']
A former cop returns to challenge a plot to escalate gang violence in the streets of Los Angeles.,['Action'|'Crime'|'Drama']
"A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",['Adventure'|'Comedy'|'Family']
A British agent sets out to uncover the hidden facts behind a British government employee's suicide.,['Crime'|'Drama'|'Mystery']
"An unemployed architect's pregnant wife finds him a job as driver on Craigslist. Showing up, he starts right away driving prostitutes to clients. Will he survive the day?",['Comedy']
"In early 2018, thousands of hours of secretly filmed footage, documenting day to day life in an ice dealer's house in South Sydney, was released, anonymously and without explanation, on the internet. The footage was refined down to this story of the ice dealer, Anton Berger, his ... Read all",['Crime']
